Název,Adresa,Lat.,Lon.,Followers,events 
Atrium Letní lázně,Lázeňská 363,50.1443,15.1207,4,4
Krenovka,Husitská 22,50.0872,14.4414,4,2
Hrad Rožmberk nad Vltavou,,48.6558,14.3649,4,2
Fénix Club Plzeň,Prokopova 28,49.7419,13.3791,4,1
Hotel a restaurant Větruše,Fibichova 3547/23,50.6554,14.0391,4,1
Hrad Valečov,295 01 Boseň,50.5041,15.0228,4,1
Galerie Dům,Klášterní zahrada,50.5881,16.3332,4,1
Bar Pod Hodinama,"Legerova 68, Kolín III, 280 02",50.0264,15.2003,4,1
Willax Klub Heineken,"Havlíčkova 1307, 29301",50.4309,14.9133,4,1
Zámek Kratochvíle,Petrův dvůr 9,49.059,14.1683,4,1
Lom U sv. Josefa,,50.3758,15.6467,4,1
Letní kino Písek,Na Výstavišti 439,49.3094,14.1414,4,1
Scéna na Občanské plovárně,U Plovárny 1,50.0931,14.4149,4,0
Čapadlo Summer Terrace,Smetanovo nábřeží 995/6,50.0823,14.4133,4,0
Fakultní nemocnice sv. Anny,Pekařská 53,49.1913,16.5993,4,0
Hotel Passage,Lidická 23,49.2022,16.6071,4,0
Vlakové nádraží Plzeň-Jižní Předměstí,Hálkova,49.7402,13.3671,4,0
Palác Hrzánů,Celetná 12,50.0873,14.4233,4,0
Pivovar Radegast,739 51 Nošovice,49.6607,18.4263,4,0
Mírové náměstí,Mírové náměstí,50.3766,13.2709,4,0
Galerie Bramborárna,Stromovka,50.1061,14.4238,4,0
Restaurace Na Soutoku,"U Labe 427/1, 500 02 Hradec Králové, Česká republika",50.2007,15.8212,4,0
Ateliér pracoviště,Heřmanova 847/53,50.1003,14.4287,4,0
OC Centrál,Radniční 3400,50.5013,13.64,4,0
Areál sv. Linhart,Sovova stezka 504/4,50.2092,12.8443,4,0
Vinařství Lahofer,Vinice 579,48.86,16.1024,4,0
Kino Lysá nad Labem,Husovo náměstí 25/6,50.2024,14.8426,4,0
Multifunkční centrum L'Art,Nádražní 335,49.907,16.6036,4,0
Kino Junior,Jiráskova 4898,50.7232,15.1725,4,0
Kino Radnice,Mírové nám. 3100/19,50.7245,15.1713,4,0
Severočeská galerie výtvarného umění,Michalská 29/7,50.5342,14.1294,4,0
Muzeum perníku,V Perníkové chaloupce 38,50.0783,15.8067,4,0
Státní hrad a zámek Bečov,Náměstí 5. května 13,50.0846,12.8393,4,0
Muzeum historických motocyklů,Náměstí 5. května 2,50.0841,12.8392,4,0
Kino Egerie,V. Řezáče 93,50.3855,13.1927,4,0
Kino Hustopeče,Dukelské náměstí 15,48.939,16.7363,4,0
Mincmistrovský sklep,"Dominikánské nám. 196/1, 602 00 Brno-střed",49.1939,16.6062,4,0
Zámek Chyše,Chyše 54,50.1056,13.2476,4,0
Zámek Červená Lhota,Červená Lhota 1,49.2466,14.8852,4,0
Městské sady Mohelnice,Městské sady,49.777,16.9196,4,0
Areál Loučky,Máchova 1727,50.615,13.6235,4,0
Znojemská beseda,Masarykovo nám. 449/22,48.8543,16.0492,4,0
Modern Art Gallery,Na Královce 1,50.0696,14.4487,4,0
Kavárna Vlnna,Sokolský ostrov 1,48.975,14.4711,4,0
Hvězdárna barona Artura Krause,Gorkého 2658,50.0257,15.7669,4,0
Kino Luna,Špičák 134,48.8162,14.3173,4,0
Kostel Zvěstování Panny Marie,Komenského nám.,50.0384,15.7806,4,0
Divadlo rozmanitostí,Topolová 1278,50.4958,13.6496,4,0
Music Club Střelnice,Pražská 22,49.3972,13.2944,4,0
Dům kultury Kyjov,"Masarykovo nám. 34, 697 01 ",49.0106,17.1226,4,0
Undergroundový klub Eden,Žižkova 49,50.5819,16.3358,4,0
Mikyna,5. května 62,50.7722,15.064,4,0
Krajská knihovna v Pardubicích,Pernštýnské náměstí 77,50.0385,15.7783,4,0
Kino Modrý kříž v Kutné Hoře,Havířská 403,49.9498,15.2706,4,0
Městské Tylovo divadlo v Kutné Hoře,Masarykova 128,49.9518,15.2753,4,0
Muzeum MHD a železnice Rosice nad Labem,Nádražní 53,50.0448,15.7434,4,0
Malá scéna Slováckého divadla,Mariánské náměstí 123,49.0707,17.4596,4,0
Centrum vzdělávání Dvorana,Chebská 44/394,50.2297,12.8393,4,0
Divadlo Boženy Němcové,Ruská 102,50.1202,12.3552,4,0
Kino O,Osvobození 797,49.8713,18.428,4,0
Zahradní dům,U zámku,50.637,13.824,4,0
Malá scéna ve dvoře,U Divadla 2703,50.0359,15.7781,4,0
Ekocentrum Paleta,"Štolbova 2874, 530 02 ",50.033,15.7845,4,0
FOX Gallery,Velké nám. 140,50.2101,15.8341,4,0
Café na cucky,Dolní náměstí 23 / 42,49.592,17.254,4,0
Nola,"Na Strži 1683, 140 00 ",50.0486,14.4408,4,0
Bar 1931,nám. Práce 2523,49.2225,17.6622,4,0
Knihovna věcí Brno,Masarykova 32,49.1917,16.6108,4,0
Fantova kavárna,Wilsonova 300,50.0832,14.435,4,0
M-klub,Litomyšlská 71,49.9503,16.1597,4,0
Rock Depo,"Novosady 36,  5940",49.355,16.0146,4,0
Jízdárna,"Císařský ostrov 1098, 170 00 ",50.113,14.4174,4,0
La Vida,Františka Hajdy 1397/11,49.7827,18.2621,4,0
Krajinka,Nad Řekou 2070/3,50.0791,12.3613,4,0
Studio Prostor,Čechova 164/1,48.9711,14.482,4,0
Novopacké sklepy,Stanislava Suchardy 76,50.4958,15.514,4,0
Restaurace Klub C,Kamýcká 961/129,50.1307,14.3755,4,0
Centrum kreativních průmyslů a podnikání,Nad Ovčírnou 3685 ,49.2195,17.6623,4,0
Park Tusarova,Tusarova 1263/7,50.1017,14.4495,4,0
Galerie Cermak Eisenkraft,Národní 1010/9,50.0816,14.4157,4,0
Modřanská rokle,Modřanská rokle,50.0064,14.4295,4,0
Divadlo Pod čarou,Tyršova 28,49.3108,14.1492,4,0
Černokostelecký pivovár,Českobrodská 17,49.9979,14.865,4,0
Městské divadlo Děčín,Teplická 587/75,50.7756,14.192,4,0
Divadlo Fráni Šrámka,Tylova 69/8,49.31,14.15,4,0
Stálá divadelní scéna Klatovy,Divadelní 148,49.3951,13.292,4,0
Road Cafe bar,Hronovická 2768,50.0342,15.7767,4,0
Galerie Art Praha,Staroměstské náměstí 20/548,50.087,14.4217,4,0
Forest Bar,Pražská 87/14,49.7477,13.3799,4,0
Hrad Radyně,Hrad Radyně,49.681,13.4651,4,0
Libeňská sokolovna,Zenklova 37/2,50.1086,14.4718,4,0
LUX Music Club,J.Vrchlického 900/2,49.8618,18.5457,4,0
Refill Ostrava,Nádražní 17,49.8356,18.2865,4,0
Kadlcův mlýn,Mariánské údolí 2169/3,49.2099,16.7112,4,0
A Café,Mariánské Náměstí 10,49.8287,18.2586,4,0
Betlém,Krkoškova 502/27,49.2168,16.6244,4,0
Babylon Café,Střelniční 10/1,49.8354,18.294,4,0
Galerie Hala C,Drahobejlova 15 ,50.105,14.4869,4,0
Kulturní dům Meduza,Lipová 18,50.4911,13.652,4,0
Česká 1 Music Club,Česká 983,49.9525,15.2624,4,0
Restaurant Střelecký ostrov,Střelecký ostrov 336,50.0812,14.4099,4,0
Infocentrum Ostrava – Elektra,Jurečkova 1935/12,49.8345,18.2874,4,0
Maitrea – Dům osobního rozvoje,Týnská ulička 6 ,50.0884,14.4225,4,0
Lékařská fakulta Univerzity Palackého,Hněvotínská 3,49.5863,17.2366,4,0
Papírna Cheb,Svatopluka Čecha 1,50.0783,12.3727,4,0
Polívkárna,Českobratrská 22,49.8389,18.2864,4,0
Vrchlického divadlo v Lounech,Osvoboditelů 411,50.3556,13.799,4,0
Pivnicä Futro,Palackého třída 193/64,49.2222,16.5961,4,0
Kino Svět,Mostecká,50.4673,13.4248,4,0
Fakulta sociálních věd UK,Smetanovo nábřeží 6,50.0823,14.4133,4,0
Galerie Zátiší,Urešova ulice 1757,50.0219,14.4867,4,0
DK Strakonice,Mírová 831,49.2626,13.8976,4,0
Refektář MFF UK,Malostranské nám. 25,50.0886,14.4028,4,0
Galerie Gottfrei,Krnovská 13/14,49.9412,17.8963,4,0
Thambos,Mohylová 1231/91,49.7528,13.4215,4,0
Cirkulárium,,49.7366,13.3859,4,0
Nákupní centrum Metropole Zličín,Řevnická 1,50.0533,14.2875,4,0
Retro Club Fénix,Jana Palacha 1299,50.4289,14.9177,4,0
Gulzan Concept Store,Národní 38,50.0826,14.4213,4,0
Kulturní dům Čelákovice,Sady 17. listopadu 1380,50.1605,14.7501,4,0
Újezd 14,Újezd 14,50.0813,14.4047,4,0
Galerie Arte Decor Gražyna,Truhlářská 21,50.0907,14.4301,4,0
Zámek Dobřichovice,Křižovnické náměstí 1,49.9259,14.2744,4,0
Kongresové centrum,Výstaviště 1,49.1627,16.5888,4,0
Muzeum Beskyd,Hluboká 66,49.687,18.3469,4,0
Café Datel,Piaristická 8,48.9754,14.473,4,0
Letní kino Širák,Orlické nábřeží,50.2059,15.8365,4,0
MKS Klatovy,Domažlická 767,49.3952,13.2889,4,0
Freedom Café,Jugoslávská 1706/3,50.2305,12.8703,4,0
Bečovská botanická zahrada,,50.0827,12.8334,4,0
Velká louka Plasy,,49.9377,13.3861,4,0
Kavárna Adria,Národní 40/36,50.0828,14.4219,4,0
Letní kino Příbram,"Legionářů 378, 261 01",49.6787,14.0025,4,0
Bojiště Trutnov,Královédvorská 90,50.5506,15.9072,4,0
Byt Voglových,Klatovská 12,49.7438,13.372,3,208
VinVin vinný bar,Táboritská 1000/23,50.0829,14.4574,3,6
Starý zámek Hořovice,Vrbnovská 27,49.8381,13.9064,3,5
Orfeum,J. Švermy 824,50.3775,13.2646,3,3
Zimní stadion,Barvířská 2690,50.682,14.5401,3,2
Pivovar Olešná,Pivovar Olešná,50.1285,13.6959,3,2
Moje místo,28. Pluku 119/33,50.0719,14.4675,3,2
Letní kino Stará Boleslav," Lázeňská 2078, Houštka, Stará Boleslav, 250 01",50.1862,14.662,3,2
Galerie Prostora,Blanická 845/9,50.0755,14.4389,3,1
Impact Hub Zlín,tř. Tomáše Bati 829,49.2198,17.6389,3,1
Refektář jezuitské koleje,Balbínova 59,49.3947,13.2921,3,1
Terraza,nám. Republiky 33,49.7475,13.3767,3,1
Rabenštejnská 2020,Panská 207/4,48.975,14.4753,3,1
Brix bar & hostel ,Roháčova 132,50.0868,14.4547,3,1
Zámek Blatná,Na Příkopech 320,49.4227,13.8795,3,1
Hala Strojovna – Vojtěšská huť,Huťská 231 272 01 Kladno,50.1479,14.1183,3,1
Kulturní dům K-TRIO,Dr Martínka 4,49.7845,18.2613,3,1
Městská knihovna T. G. Masaryka Šumperk,28. října 1280/1,49.9618,16.9774,3,1
Loď Cecílie,"Dvořákovo nábř., 110 00 Staré Město",50.0905,14.4151,3,1
Ernův sál,Radnická 8,49.1931,16.6088,3,1
CEITEC VUT,Purkyňova 123,49.2338,16.5749,3,0
Václavák 22,Václavské náměstí 782/22,50.0826,14.4247,3,0
Photogether Gallery,třída Tomáše Bati 3705,49.2255,17.68,3,0
Metro Disco Bar Prague,Národní 36/40,50.0828,14.4218,3,0
ČSOB HHQ,Collinova 573,50.2167,15.8288,3,0
Myslíš?,Skořepka 3,50.0839,14.4192,3,0
Labyrint klub,Španělská 1073/10,50.0745,14.4355,3,0
Nákupní centrum Géčko,České Vrbné 2360,49.0007,14.4513,3,0
Kulturní dům Palkovice,Palkovice 295,49.6369,18.3195,3,0
Náměstí Čsl. armády,,49.0508,14.4369,3,0
Kafe & Hrnky,Nerudova 25,50.0886,14.3996,3,0
náměstí Českých bratří,nám. Českých bratří,49.7387,13.3662,3,0
náměstí Emila Škody,nám. Emila Škody,49.7459,13.361,3,0
Envelopa Office Center,tř. Kosmonautů 1221/2a,49.589,17.2618,3,0
Prostor Brno,Kounicova 7,49.1994,16.6049,3,0
Bistro Paulus,tř. Kosmonautů 1221/2a,49.5891,17.2619,3,0
Pivovarské domy,Velké náměstí 26,50.2094,15.8348,3,0
Winning Group Arena,"Křídlovická 911, 603 00 Brno-střed",49.1854,16.6021,3,0
Inspirace 21,Uhelná 19,49.5919,17.2514,3,0
Herbarium boutique hotel,Dobrovského 587/16b,49.5977,17.2543,3,0
Kolektiv Hub,Kopeckého sady 329/8,49.7451,13.3773,3,0
Skatepark Výstaviště,Výstaviště ,50.1094,14.4251,3,0
Bohéma,Kociánka 65,49.2418,16.6095,3,0
Stromovka Louny,Benátky 275,50.361,13.7954,3,0
Hřbitov Drahovice,Hřbitovní,50.2308,12.8921,3,0
Špejchar,269 01 Rakovník,50.104,13.724,3,0
Klub Pod Třešní,Ctiborova 1837,50.1431,14.1037,3,0
Kasárna Vyšný,Vyšný 5,48.826,14.3082,3,0
Slunce Music & Cocktail bar,tř. Václava Klementa 131/8,50.4143,14.9101,3,0
Pivovar Chodovar,Pivovarská 107,49.8932,12.7273,3,0
Botanická zahrada,Wolkerova 17,49.589,17.2448,3,0
Důl Jeroným,Podstrání 13,50.1064,12.6986,3,0
Muzeum Sokolov,Zámecká 1,50.1795,12.6407,3,0
Hrad Loket,Zámecká 67,0.0,0.0,3,0
Památník Alfonse Muchy,Palackého náměstí 9,49.1018,16.3764,3,0
Muzeum rodiny Škodů,Pražská 309/19,49.7479,13.3806,3,0
Muzeum slivovice,"U Lužického semináře 116, 118 00 Praha 1",50.0898,14.4102,3,0
Music Club Panorama,Třebíčská 2212/68,49.3507,16.0032,3,0
Zámek Kostelec nad Černými lesy,nám. Smiřických 1,49.9958,14.8625,3,0
V lese,Žerotínovo nám. 152/3,49.5931,17.2534,3,0
Základní škola jazyků Karlovy Vary,Libušina 1032/31,50.2215,12.8879,3,0
Letní lázně,Lázeňská 363 ,50.1443,15.1207,3,0
Pod kaštany,Ostrov Štvanice 858,50.0957,14.4355,3,0
Letní kino Sezimovo Ústí,Ke Hvězdárně,49.3835,14.705,3,0
Letní kino Domažlice,Kozinova,49.4386,12.9163,3,0
Lázeňské divadlo,Dr. Palka Blaho 289,49.105,17.7607,3,0
Atrium Cafe,Resselovo nám. 12,49.9515,15.7955,3,0
Muzeum barokních soch,Školní náměstí,49.9508,15.7976,3,0
Kino Bechyně,Libušina 169,49.2981,14.4711,3,0
Kino Valmez,Nábřeží 268,49.4729,17.9712,3,0
Bývalá městská vodárna Znojmo,"U Obří hlavy 7, 669 02",48.8545,16.0409,3,0
Muzeum techniky a řemesel,Domažlická 1,49.487,13.107,3,0
Galerie Stará radnice,Horní náměstí 1,49.3415,17.9991,3,0
PASK Klatovy,Hostašova 917,49.3934,13.2974,3,0
Podzámecká zahrada,,49.3044,17.3915,3,0
Štěrbova vila,Bílá Třemešná 260,50.4563,15.767,3,0
Dřevník,Klášterní zahrada,50.5865,16.3342,3,0
Café Dientzenhofer,Klášterní 1,50.5862,16.3339,3,0
Dům Scheybalových,Kostelní 1/6 ,50.7229,15.1678,3,0
Klub Woko,Podzimní 21,50.7274,15.1763,3,0
Café Kava,Krále Jiřího 977/35,50.2289,12.8702,3,0
Knihovna Hrabová,Paskovská 31,49.7694,18.2887,3,0
Knihovna Výškovice,29. dubna 33,49.7786,18.2262,3,0
Galerie Slováckého muzea,Otakarova 103,49.0717,17.4577,3,0
Slovácké muzeum,Smetanovy sady 179,49.0667,17.4687,3,0
Muzeum loutkářských kultur v Chrudimi,Břetislavova 74,49.9505,15.7952,3,0
Kulturně společenské centrum Citadela,Podkrušnohorská 1720,50.6092,13.6266,3,0
Hexagon Club,Žerotínova 1114,49.3371,17.9942,3,0
Knihovna Doubravka,Masarykova 75,49.7517,13.4154,3,0
Letecké muzeum Ing. Jana Kašpara,Pražská 179,50.0198,15.7343,3,0
Knihovna města Olomouce,náměstí Republiky 1,49.5962,17.2583,3,0
Knihovna Hradčany,Pohořelec 111/25,50.0879,14.3899,3,0
Kulturní dům Leoše Janáčka,Dlouhá tř. 1593/46,49.775,18.4517,3,0
Biograf Český ráj,17. Listopadu 47,50.4347,15.3514,3,0
Knihovna Fifejdy,J. Trnky 10,49.8344,18.2592,3,0
Modrá myš,Stodolní 8,49.8359,18.285,3,0
Zojak Gallery,Podskalská 18/1908,50.0705,14.4155,3,0
Primavera Hotel,Nepomucká 1058/128,49.7105,13.4127,3,0
Ostravská univerzita,Dvořákova 138/7,49.8382,18.2907,3,0
Cargo Gallery Ústí nad Labem,J3G3+MH Ústí nad Labem,50.6267,14.0539,3,0
Galerie Flying Pig,,50.0719,14.4388,3,0
Žerotínovo náměstí,Žerotínovo náměstí,49.1985,16.6039,3,0
Rozhledna Červeňák,"Červeňák 104, 440 01 Dobroměřice",50.3845,13.7943,3,0
Galerie Fakulty umění,Českobratrská 1182/16,49.8396,18.289,3,0
Knihovna Galerie výtvarného umění v Ostravě,Poděbradova 12,49.8341,18.2852,3,0
Galerie Schokolo,Bořivojova 77,50.0829,14.4489,3,0
Pivovar Dalešice,Dalešice 71,49.1309,16.0799,3,0
BarČERŇÁK,"V parku 831, 47301",50.7576,14.5548,3,0
Parkán Uměleckého centra UP,Univerzitní 225/3,49.5946,17.256,3,0
Divadlo Karla Pippicha,Čs. partyzánů 6,49.9506,15.7921,3,0
Bar Myslivna,Masarykova tř. 340/34,49.9361,17.9031,3,0
Galerie Zezula,Thunovská 183/18,50.0892,14.4019,3,0
HokusPokus,Škroupova 1114/4,49.8363,18.2855,3,0
2to2,Poděbradova 35,49.8368,18.2831,3,0
8 gallery,Prvního pluku 6/172,50.0911,14.4429,3,0
Městské divadlo a kino Ostrov,Na Ostrově 28/1,49.6046,15.5821,3,0
Ponk,Přístavní 1187/49,50.1044,14.4548,3,0
TechHeaven – Hub 2.0,Cukrovarská 3006/20,49.7366,13.3815,3,0
Konzervatoř Plzeň,Kopeckého sady 10,49.7451,13.3767,3,0
Fajna dílna,Vítkovická 3366,49.8152,18.2668,3,0
Kostel sv. Janů,"Minoritská 449, 602 00 ",49.1943,16.6107,3,0
Galerie De Roger,Břetislavova 15,50.0875,14.3995,3,0
Spa Hotel Vita,Skuherského 4,48.9808,14.4722,3,0
Galerie Sladovna,Masarykova 356,50.3263,13.5448,3,0
Modré hory,Nádražní 57,49.8392,18.2843,3,0
"K, [K-Komma]",Ebersstraße 3,52.4849,13.3584,3,0
Clarion Congress Hotel Ostrava,Zkrácená 2703,49.8032,18.2514,3,0
Prague Central Camp,Nad Ohradou 2667/17,50.0921,14.4732,3,0
Bistropen,Pod Landekem 70,49.8676,18.2655,3,0
Ostrawina Wine & Tapas Restaurant,Nádražní 45,49.8378,18.2847,3,0
Evropský dům Liberec,U Jezu 525/4,50.7638,15.0537,3,0
Sušenkárna Momenta,Mečova 8,49.1929,16.6078,3,0
Sweet Secret of Raw Ostrava,Jantarová 3347/13,49.8301,18.287,3,0
CLAF Chodov,Roztylská 2321/19,50.0321,14.491,3,0
Evangelický Kristův kostel,Husovo nám. 4,49.8393,18.2866,3,0
Galerie 101,Ovocný trh 568/17,50.087,14.4252,3,0
Pardubický zámek,Zámek 1,50.0407,15.7766,3,0
Opletalka,Opletalova 1535/4,50.0808,14.4295,3,0
R Klub,Průmyslová 647,49.9564,15.779,3,0
Kostel sv. Augustina,nám. Míru 377/7,49.2025,16.5811,3,0
Klášter Kladruby,Pozorka čp. 1,49.6995,13.0108,3,0
MC U Košile,Plzeňská 39,49.4005,13.2933,3,0
Fakulta umění OU,Podlahova 3,49.8326,18.2553,3,0
Kino Káčko,Sokolovská 1011,49.6511,13.2997,3,0
CVRK Letná,Milady Horákové 815,50.1,14.4271,3,0
Jablečné lázně,Budovatelů 430/11,50.7232,15.1656,3,0
Nákladové nádraží ČB,Nádražní 386,48.9698,14.4898,3,0
Galerie Gema,Máchova 27,50.0724,14.4422,3,0
Libčice nad Vltavou,Vltavská 15,50.2019,14.3627,3,0
Parkhotel Smržovka,Kostelní 892,50.7347,15.2447,3,0
Armáda spásy,Staňkova 6,49.209,16.6053,3,0
Hrad Pirkštejn,Pod Bránou 19,49.8409,14.9548,3,0
Obřadní síň plzeňské radnice, nám. Republiky 1,49.7481,13.377,3,0
Třebovický Mlýn,Na Heleně 5004/2,49.8369,18.1986,3,0
OC Šestka,Fajtlova 1,50.0935,14.2905,3,0
Horní Hrad,,50.3463,13.0171,3,0
Květná zahrada Kroměříž,Generála Svobody 1192,49.2973,17.3832,3,0
Amfiteátr na Stráni,Palackého,49.4609,18.151,3,0
Zámek Roudnice nad Labem,"Roudnice nad Labem, 41301",50.4252,14.2605,3,0
Zřícenina Boskovice,Hradní 7,49.4815,16.6564,3,0
Galerie Josefa Adamce,Na Špejcharu 3,50.097,14.409,3,0
Clubco,Vlněná 5,49.1894,16.6174,2,12
Areál Svit,Vavrečkova,49.2247,17.6592,2,4
KG Gate,Vodičkova,50.0825,14.4262,2,2
Dům U Jonáše,Pernštýnské náměstí 50,50.0388,15.7802,2,2
Klub ve Zdi,Havlíčkova 523/20,49.8812,16.8722,2,2
Farní zahrada,Vrbice 298,48.9182,16.8981,2,1
Mírové náměstí,Mírové náměstí,50.3573,13.7971,2,1
Chapter,U Průhonu 0,50.1051,14.4492,2,1
Muzeum české loutky a cirkusu ,Velké nám. 43,49.0124,13.998,2,1
Polygon,Piletická 529,50.236,15.8485,2,1
Památník Jana Žižky z Trocnova,Památník Jana Žižky z Trocnova,48.8932,14.6016,2,1
Pivovar Clock – Fenetra,Na Brnou,50.0808,16.3149,2,1
Muzeum koněspřežky,Mánesova 10,48.9684,14.4718,2,1
Kino Spektrum,náměstí Tomáše Bati 701,49.3789,14.7019,2,1
Kafé v kině,"nám. Míru 666, 69801 ",48.9513,17.3837,2,1
Hlavní nádraží Hradec Králové,Riegrovo náměstí,50.2145,15.8109,2,1
Rohanský ostrov,Rohanský ostrov,50.1008,14.4612,2,1
Divadlo Petra Bezruče,28. října 880/16,50.2258,17.2068,2,1
Brillovka,Bezručova 211,49.4637,18.1417,2,0
Art Brut Praha,Dittrichova 1966/14,50.0752,14.416,2,0
Víceúčelová hala Vodňany,Výstavní 726,49.1422,14.1786,2,0
Palác Hybských,nám. Republiky 56,50.0375,15.7768,2,0
Botanická zahrada Teplice,Josefa Suka 1388/18,50.6387,13.8426,2,0
KD Kaplice,Linecká 305,48.7377,14.4907,2,0
Jirkovské divadlo,Kostelní 1736,50.4984,13.4495,2,0
KD Milovice,Nám. 30. června,50.2284,14.8761,2,0
Brloh Mělník,Bezručova 613/30,50.3538,14.4823,2,0
Hotel Malé Versailles,Křižíkova 420,50.2238,12.8734,2,0
Pedel Music Bar,Ohrazenická 310,50.05,15.7641,2,0
2 deci,Americká 339/39,50.0742,14.4366,2,0
Cube,Evropská 178,50.0952,14.339,2,0
Base Camp CityHouse,Hybešova 302/51,49.1893,16.6004,2,0
Thajská restaurace Mango,Čankovská 61,50.2414,12.8521,2,0
Mototechna Volyně,Nábřeží Dr. Kafky 75,49.1663,13.8939,2,0
Výletní areál Diana,Vrch přátelství 5/1,50.2188,12.8716,2,0
Dům u parku,"21, Palackého 75, 779 00",49.595,17.2422,2,0
BarCafé Éléphant,Lidická 705/43,49.2039,16.6062,2,0
Husovo náměstí,Husovo náměstí,50.2203,12.8809,2,0
Olympia Teplice,Srbická 464,50.662,13.8652,2,0
Městský dům dětí a mládeže Ostrov,Školní 231,50.3053,12.9377,2,0
MKS Tišnov,Mlýnská 152,49.3475,16.4223,2,0
Tokoz A.s.,Santiniho 20/26,49.5868,15.9333,2,0
Adalbertinum,Československé armády 300/22,50.2111,15.8305,2,0
Střední škola umění a designu a Vyšší odborná škola Brno,Husova 10,49.1936,16.605,2,0
Galerie Na shledanou,nám. Svobody 41,49.1615,13.879,2,0
Pilgrim,tř. Kpt. Jaroše 26,49.2036,16.611,2,0
Chomutovská knihovna,Palackého 4995,50.4593,13.4192,2,0
Jogista DOV,Moravská Ostrava 3369,49.8218,18.2778,2,0
Nymburské šapito Zlín,Gahurova,49.2286,17.658,2,0
Nymburské šapito Mladá Boleslav,Duhová 1065,50.4353,14.9174,2,0
Podnikatelské centrum,Hradecká 9/1151,50.2038,15.8344,2,0
OC Galerie Teplice,naměstí svobody 3316,50.6401,13.8238,2,0
Konzervatoř v Teplicích,"Českobratrská 15, 415 01 Teplice",50.6419,13.8296,2,0
Marslab POPup gallery,Dělnická 27,50.1036,14.4481,2,0
Malá Scéna,Havlíčkova 621,49.9725,16.3944,2,0
Kino Boskovice,Kpt. Jaroše 107/15,49.4885,16.6613,2,0
Kino Hvězda,Kpt. Jaroše 1477,50.3832,13.2699,2,0
Kostel Nanebevzetí Panny Marie,Nám. Starosty Pavla 1464,50.1476,14.1025,2,0
Vodňany – různá místa,,49.1479,14.1751,2,0
Ostrava hlavní nádraží,Hlavní nádraží,49.8506,18.2663,2,0
